attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
87,8.8,6,93,9.2,18.92,Low,Student shows overall stability
63,6.79,26,64,7.0,63.61,High,Low attendance
35,5.19,101,47,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
13,3.35,95,41,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
12,3.02,72,20,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
64,7.25,47,52,6.8,72.83,High,Low attendance
83,9.48,4,87,7.2,21.88,Low,Student shows overall stability
81,9.33,0,86,8.1,18.87,Low,Student shows overall stability
85,9.28,0,89,8.7,15.24,Low,Student shows overall stability
96,9.87,3,97,8.8,6.93,Low,Student shows overall stability
64,6.36,36,71,6.8,69.02,High,Low attendance
6,0.98,77,39,1.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,6.38,38,74,5.1,75.2,High,Low attendance
59,5.37,41,5,1.8,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
28,4.86,48,2,0.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
35,4.84,96,15,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
67,7.25,10,75,4.2,53.71,High,Student shows overall stability
59,3.22,61,7,2.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,9.58,5,100,7.6,16.82,Low,Student shows overall stability
98,9.51,1,93,7.7,9.65,Low,Student shows overall stability
75,6.77,49,62,6.3,68.17,High,Student shows overall stability
71,6.89,36,67,4.2,67.79,High,Student shows overall stability
98,8.25,6,86,8.1,17.95,Low,Student shows overall stability
79,7.26,25,52,6.0,55.06,High,Student shows overall stability
64,6.94,36,73,5.1,68.85,High,Low attendance
96,7.82,6,95,8.2,19.37,Low,Student shows overall stability
82,8.9,0,89,7.0,21.53,Low,Student shows overall stability
96,8.84,4,85,7.3,17.81,Low,Student shows overall stability
19,4.15,46,28,3.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
61,6.03,47,55,5.6,83.58,High,Low attendance
6,3.39,71,48,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,9.61,9,99,9.5,5.79,Low,Student shows overall stability
38,1.95,96,10,4.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,9.24,5,95,8.4,19.12,Low,Student shows overall stability
73,5.64,29,62,4.1,70.75,High,Student shows overall stability
25,0.74,53,35,3.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
95,7.97,9,100,7.9,20.32,Low,Student shows overall stability
49,3.76,60,35,2.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
63,6.02,39,68,6.2,74.81,High,Low attendance
92,8.4,5,84,9.1,19.33,Low,Student shows overall stability
54,1.74,119,4,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
8,2.05,86,2,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
72,7.01,32,64,4.0,65.62,High,Student shows overall stability
95,8.76,3,99,7.1,15.75,Low,Student shows overall stability
65,7.16,14,66,5.5,56.88,High,Student shows overall stability
66,6.43,49,54,4.3,81.74,High,Student shows overall stability
45,5.11,76,45,1.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,7.6,2,84,7.2,21.82,Low,Student shows overall stability
47,0.42,100,10,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
61,6.56,22,61,6.9,64.8,High,Low attendance
53,0.41,116,11,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
81,7.7,3,92,7.7,28.89,Medium,Student shows overall stability
80,8.6,8,93,9.3,24.64,Low,Student shows overall stability
82,7.67,3,86,8.0,28.9,Medium,Student shows overall stability
77,5.59,14,72,5.2,56.53,High,Student shows overall stability
71,7.41,10,52,5.0,53.67,High,Student shows overall stability
81,8.12,0,89,7.8,23.56,Low,Student shows overall stability
77,6.67,24,69,4.2,59.0,High,Student shows overall stability
20,3.64,72,25,3.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
74,6.3,20,72,4.2,60.27,High,Student shows overall stability
95,8.38,9,97,7.5,19.95,Low,Student shows overall stability
82,8.05,4,95,8.6,24.85,Low,Student shows overall stability
100,7.88,9,83,8.1,18.73,Low,Student shows overall stability
9,2.45,45,47,2.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
22,2.07,60,9,1.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,6.54,33,78,4.7,66.98,High,Student shows overall stability
68,7.05,13,68,4.7,56.26,High,Student shows overall stability
87,9.25,7,100,9.7,14.68,Low,Student shows overall stability
80,9.63,4,85,7.5,22.46,Low,Student shows overall stability
59,2.43,86,47,3.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
62,7.11,31,66,4.1,70.22,High,Low attendance
78,7.19,11,64,4.9,49.02,Medium,Student shows overall stability
9,1.09,42,37,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
77,7.08,33,66,6.0,58.05,High,Student shows overall stability
85,7.91,6,82,8.6,27.69,Medium,Student shows overall stability
64,6.07,17,61,4.7,67.06,High,Low attendance
100,9.8,9,100,7.6,8.61,Low,Student shows overall stability
61,6.04,18,59,6.6,66.27,High,Low attendance
76,6.99,36,50,6.1,63.5,High,Student shows overall stability
18,2.83,116,25,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
61,7.4,39,76,5.5,68.14,High,Low attendance
92,7.56,8,93,9.5,22.05,Low,Student shows overall stability
77,6.33,12,50,6.5,53.84,High,Student shows overall stability
13,3.63,86,49,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,8.08,3,98,8.6,14.01,Low,Student shows overall stability
32,1.1,91,10,3.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,5.51,19,73,5.7,59.84,High,Student shows overall stability
88,9.12,7,92,8.4,18.92,Low,Student shows overall stability
98,8.18,3,90,9.4,13.61,Low,Student shows overall stability
89,9.29,4,87,7.4,19.12,Low,Student shows overall stability
23,3.05,65,5,0.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
70,7.0,46,55,5.3,72.45,High,Student shows overall stability
42,0.1,42,7,1.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
75,6.82,23,62,6.8,55.32,High,Student shows overall stability
49,0.59,83,2,0.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
89,7.7,0,95,8.9,17.86,Low,Student shows overall stability
58,0.81,51,40,2.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
67,6.77,15,70,7.0,54.49,High,Student shows overall stability
97,9.56,1,100,8.3,7.55,Low,Student shows overall stability
30,2.83,53,38,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
63,6.23,18,75,5.3,63.54,High,Low attendance
97,9.42,3,100,7.6,10.36,Low,Student shows overall stability
76,5.66,29,62,5.8,65.42,High,Student shows overall stability
88,8.79,5,80,9.8,19.24,Low,Student shows overall stability
82,9.83,8,83,8.4,20.48,Low,Student shows overall stability
89,8.26,6,89,8.8,21.87,Low,Student shows overall stability
83,9.15,1,87,7.2,21.53,Low,Student shows overall stability
84,9.24,8,82,8.5,22.89,Low,Student shows overall stability
94,9.09,9,100,9.0,13.55,Low,Student shows overall stability
98,9.95,2,97,8.7,5.24,Low,Student shows overall stability
60,6.82,24,56,6.2,67.53,High,Low attendance
63,5.53,10,65,4.7,65.33,High,Low attendance
31,5.48,118,45,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
11,4.34,94,49,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
25,0.31,110,45,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,6.47,15,54,6.5,56.37,High,Student shows overall stability
68,6.83,35,79,6.2,63.15,High,Student shows overall stability
64,5.89,22,62,4.5,70.9,High,Low attendance
97,9.28,5,81,7.8,15.36,Low,Student shows overall stability
70,6.94,11,79,5.3,51.2,High,Student shows overall stability
64,5.93,25,62,6.7,67.96,High,Low attendance
47,1.63,100,11,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
27,4.12,91,15,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
68,5.58,45,58,5.1,80.69,High,Student shows overall stability
100,9.82,5,82,9.5,6.9,Low,Student shows overall stability
95,8.95,7,96,7.4,16.83,Low,Student shows overall stability
29,2.48,117,21,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
74,6.37,41,62,6.6,66.94,High,Student shows overall stability
62,6.66,43,64,6.1,74.82,High,Low attendance
35,4.53,72,38,0.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
94,9.47,8,92,7.2,16.43,Low,Student shows overall stability
13,5.16,71,23,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
94,8.57,3,81,8.5,17.99,Low,Student shows overall stability
74,7.36,35,69,6.4,58.05,High,Student shows overall stability
70,6.98,32,54,6.4,64.3,High,Student shows overall stability
17,3.14,45,9,2.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
72,6.7,11,78,4.9,52.1,High,Student shows overall stability
69,7.45,11,64,4.2,54.45,High,Student shows overall stability
79,6.44,43,70,5.2,65.27,High,Student shows overall stability
78,6.21,29,56,4.9,64.18,High,Student shows overall stability
18,3.35,74,31,1.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
45,0.44,74,29,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
65,5.75,26,63,6.7,68.54,High,Student shows overall stability
36,1.38,78,31,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
93,9.38,2,93,7.1,14.85,Low,Student shows overall stability
71,5.61,20,71,6.2,61.77,High,Student shows overall stability
58,0.18,70,10,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,6.02,35,76,4.1,68.95,High,Student shows overall stability
7,0.07,55,40,1.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
76,7.45,11,62,6.8,45.49,Medium,Student shows overall stability
18,4.92,69,44,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
43,0.06,85,25,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,5.96,44,56,6.3,72.94,High,Student shows overall stability
15,4.87,90,4,1.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
63,6.45,43,68,5.0,76.73,High,Low attendance
100,9.02,5,99,9.3,7.27,Low,Student shows overall stability
74,7.14,46,75,5.9,63.79,High,Student shows overall stability
98,8.19,3,81,8.3,17.49,Low,Student shows overall stability
80,9.77,8,94,9.2,18.22,Low,Student shows overall stability
53,3.37,117,16,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
16,3.58,78,31,1.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
45,5.31,102,9,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
